id,strategy
1199,i looked at a row and saw that I was able to see individual heads. This meant the number is not gonna be above 500 as i could only see some of the crowd in the photo.
1430,Just by estamating how many people i think would be in each row.
1438,"I counted out ten people to find out roughly how big a space ten people took up, then used that to figure out roughly the space 100 people took up, then counted how many of those size spaces were in the photo."
641,I grouped together what I thought looked like 100 people and scanned the entire photo to see how many groups fit.
180,"I tried to count the number of heads from left to right, then up and down. Then i multiplied the two numbers together in order to extrapolate the information."
1514,Well I started to do a grid calculation and figure how many in each grid size of my choice then guessed from there.
1537,I just guessed
229,Waiting a little bit for coming studies on my phone while I am sitting
1119,"how counts the heads of 10 people in a single row, then guessed length of it and tried to see how many 10 their were in a line, then tried the predict how many rows their were of people and made a guess of that"
1602,Looked atvthe amount of dots an roughly worked out in lines howany people i thought
1724,"Counted sections, made an estimate of how many rows visible, and then estimated how many people in each row. And added another 20% or so for good measure because I was pretty sure I was still underestimating."
885,i sort of counted how many people were in a smaller block then multiplied that by a factor of ten
1825,estimation through stadium capacities as a point of reference
1820,"I first tried to estimate how many people were in each row, and then multiplied by the quantity of rows."
1224,"Counted approximately the number of people in a single row, and multiplied by an estimate of the total number of rows "
453,I took a guess of how much area can contain 1000 people then added more area according to my calculations.
638,"I assumed each section had about 100 people, and there looked to be about 10+ sections"
716,I thought about how many people can fit in a stadium and how many people can fit specifically into a section of stands. 
1392,"I looked at the pic for a while and counted dots. Then I realised that was ridiculous, so instead I counted out a line of 10 dots, then used the size of that to estimate how many people were in a row (length of line of 10 vs length of line total) then I guessed how many rows were in the picture and multiplied them together"
820,"Initially, I counted how many people I could see in a small section of the image, then tried multiplying that by the number of similar sized sections it would take to cover the entire image. My arithmetic skills weren't up to the task, so I ended up simply guessing."
1353,"I estimated that there are about 30 rows of seats and noticed that this is probably a stadion where soccer is played. I know how many seats does PogoÅ szczecin's stadion have (around 28000), so I calculated that this is about 1/10 of full circle. Pogon's stadions have around 20 rows of seats, so i arounded that to 7000 persons"
551,I tried counting row by row. I might have missed a lot but I was counting how many blue dots I saw.
1156,"I tried to count the blue dots in one row, about in the middle. There seemed to be about 75. Then I counted the # rows. There seemded about 26. So 75 x 26 = approx 1950"
925,I tried to estimate a rough portion of it and then used that as a measure to estimate the rest
1643,How many blue dots under fingertip. Roughly how many fingertips along and up to get area. Multiplied three figures and added a few on top
1789,I looked at the top right hand corner in detail and counted the hats.  I then used that information to estimate how many poeple where in the picture.
687,"Very roughly counted the number of rows and even more roughly guessed how many people visible in each row. Not very easy, since they are more distant on the right. Very low confidence in my guess."
1563,I tried to focus on how many peoples were there and guess the number
1175,First I had a guess based on travelling to football stadiums and being roughly able to estimate the travelling supporters or a full stand of supporters. I estimated just over 5000. I then tired to look at a small section with the aim of extrapolating but this wasn't successful. I then took a screenshot and went to Chatgpt and asked it to calculte the number or of people. It wasn't able. Therefore I inputted my original estimate.
1707,I estimated the capacity of a stadium and assumed that this part of the stadium can hold at least 800 people.
328,I took a guess on how many people were in a row and then how many rows there were. It was done quickly and was a guess
1068,"I did a quick count of helmets that comprised a hundred. Then I estimated about how many of that size could be seen over distances and totaled them. However, the parameters of where the crowd began or ended was unclear."
1775,Scanned the area. Counted how many per one row and roughly guessed how many rows there were. Multiplied them
302,"I tryed to guess how many people in one roll and one column, and multiple this values for the final guess value."
676,I counted 10 blue circles so I could see what amount of space that took up. Then I tried to image how many groups of 10 could fit in the photo.
1356,I looked at the rows and counted an average amount of people per row. 
1167,"I tried to calculate how many people were in each row, then I multiplied by the number of rows. I fear I probably underestimated the number. "
1351,i just quickly checked the image and decided
1407,I was looking at the amount of people and was trying to figure out how many people would normally be at a football game normally. also was trying to  rough amount of the people
1812,i gueesed
811,I took a guess based in the average size of stadiums around the world.
290,Mostly just a gut feeling based on the average arena size that I have seen. Tried counting a bit but that was pointless to me.
1338,"Approx 100 people in a row (full), and then count up vertically! Crowds always seem fewer than there are in shots like this"
1471,"First estimate how many people in a row, then more or less see how many rows per sections and finally sum them up. I tried to account for different densities in different sections."
484,"I counted the rows in the foreground, estimated the width and the added double that for the top section "
878,I roughly counted the number of people in one portion and multiplied it - this was roughly done rather than precisely.
8,Try to see how many rows are there in one section. And there are two sections. Something like that. 
1617,"I just tried to look closer, in order to understand how many people actually are, as the dots are thousands and tiny, compared to thr picture. So, I thought it could be around 1000 people."
540, very quick estimate of rows across and down and then basically just guesswork
798,counted the middle row which I determined to be the longest row of individuals then counted the number of rows and multiplied the number and reduced it by a 10% due to the row narrowing near the bottom
660,I used my thumb as a measure and gave a specific value of people to 1 thumb
944,Compared to size of a football stadium and what an average amount for a tier
872,Multiplying verticals and horizontal counts of the blue dots or human faces I saw in the line 
1663,estimated the number of people in a vertical and horizontal row and multiplied the two numbers.
472,Just guessed
1109,Looked across horizontally and down vertically and then just surmised
1190,I picked out what i thought were 10 people. Then repeated that block of size across the picture to get to a final number
890,Just a guess if the proportion of a big stadium 
226,"I estimated how many people might be in a small, square section. I thing estimated the area of the picture (length x width) in units of that small square, and multiplied them together."
590,When I was in school we had 500 students and the assemblies were about that size.
1582,I counted a small section of people and then counted the number of sections that were approximately the same size and then multiplied those numbers.
1241,"i know how the capacity of a stadium, and i just used instinct to guess"
1441,I tried to count 20 people and than compeared that are to the full picture and calculate a full number.
1609,"The image looks like it was taken in a stadium, so I thought about the average max capacity of stadium seating. Then, I examined the image to get an estimate on how big of a section of the stadium was visible, and how many people might be there."
1212,I sectioned up the picture and estimated how many people were in each section 
1215,Counted 10 people to see the general size that would be and then guessed how many would fill the square.
473,I counted a few rows across and tried to multiply that by how many rows there were and then i approximated it from that. 
1840,I estimated how many people were in the crowd 
1534,"i looked at an area and it's size, estimated the amount of people there and then estimated the amount of such areas in the picture"
882,"Estimate the number of people in one row and try to sort out how many rows. Then, multiple both numbers"
502,"Sort of just an estimate of what I'd expect, I'm very bad at these sort of things. I didn't exactly count but there is a high density of people in the back so I decided to shoot fairly high with the guess."
452,counted along the top line then counted down the side and then times by each. this allowing that they are in lines should give a rough answer.
528,I did my best to count the number of people one of the rows of seats
879,I assigned a section to how many people can be there and then added more section accordingly to add people 
47,judged it v football crowd capacity
1874,I just guessed
1090,It was just a guess. The people in the photo are tiny so it's difficult to gauge. 
1431,"counted across the middle as a guess, then up and down, multiplied   then added so,e on. "
824,Counted a small area and estimated a multiple of that
608,I regularly visit a relatively large football stadium. I used my understanding of this ground to come to this estimate. 
625,I just tried to look at how many sections of the photo looked like they contained a hundred people and then kind of made an approximate guess as to how many sections the photo would make up. 
1178,Look at the photo and tried  see hiw nany people  are in the  photo 
1748,I just did some visual estimate
1152,I roughly counted 10 people and made a guess based on that
199,I started counting a middle row and counted about 50. The started counting how many rows might be. Then took an educated guess based on this.
946,I just assumed how many people are in one row then counted the number of rows
1016,I tried to determine the amount of people in the photo.
1380,"i count the dots on the vertical and horizontal line on the edge of the image, and then by doing the multiply operation I estimate it should be twice the quantity"
99,"i thought in my head how many seats are in each row, estimate how many rows there are, and determine the general capacity of the space within the image to take an estimated guess. I rounded up to give a estimated number."
717,"I tried to remember a certain amount of people I've seen recently and knew the number of, and tried to determine how many more were in this picture. "
530,Just a rough guess based on previous experience of watching sports on tv.  This looks like one corner of an arena that could typically have this amount of people. 
1595,I counted a small square of dots and multiplied them to fill the whole image
604,i estimated how much people was on a small square and then multiplied
1718,I counted ten rows of ten and estimated what that looked like and then estimated how many groups of that size were in the room.
852,Roughly 20 people in a line. Roughly 50 lines. I'm pretty sure i've underestimated.
1741,"I didn't really use any technique, I just estimated it."
618,I thought about a sporting event i go to and how many people attend that. I then estimated how many of them would fit in that section of the stadium in the picture.
728,"I tried to count the rows of blue dots (faces), estimated 15 at the front and same at the back.  Then I estimated how many in each row and multiplied the figures."
463,I looked from top to bottom and made an estimate
941,Because you can see by the way the stadium is packed up
1196,Counted a small area then made an overall guess
147,"I looked at the size of the rows and estimated the size of the row and then compared it to the other rows, looked at he rest and made an assumption"
1077,"I counted one row of people, roughly, across, and then counted one row of people down. Multiplied the across by the down."
1104,So I had to look at the photo and estimate how many +- people were in it. I wrote 2000
739,It was a guess based on what I could see
291,I thought of my old school assembly and how many people used to be there and the compare the difference 
1345,I guessed at how much room 10 people took.  Then I made a rough guess as to how many 10 people sections there are.
265,It was just a pure guess. It looks like some sort of sports stadium. I am not a sports fan therefore it is a pure guess.
526,I lookied at one slice of the pictures and tried to count the blue dots. Then devided the image into those slices and multiplied the number to gte the total
1491,"I counted 25 blue dots in each of the top and bottom sections, taking a vertical sample, then I visually expanded that group 3 more times next to the first sample, so I had an idea of what a block of 100 looked like, then I estimated how many of those were in the top section and bottom section, and came up with roughly 800 in each section."
988,I think it a quarter of an arena
1408,I tried to work out what percentage of the picture had 100 people in it and thought it was roughly one line of the bottom of the picture then I thought a thousand people would be about a tenth of the picture. I added on another hundred or so for luck.
1682,"assuming theres about 20 seats per row thats seen, i guestimated from that"
1500,I estimated the number of people based on the size of the stadium.
62,I looked at the venue and it looked like a big event that averaged about over 1000 people
327,thought it was about 50-100 per section then counted the sections
1111,I just guessed 
1735,"First I tried to observe the image as much as possible from different perspectives, from afar and closer and then I tried to estimate how many people there were in one part of the image and after thinking about that part I tried to mentally calculate how many there were in total, being just a guess obviously."
1047,i didnt really have a strategy i guess i counted 1 row which came up about 50 and then guess there is about 30-50 in each row
1727,"counted 10 people across, roughly counted the rows in each block of 10 (80), rounded up to 100 and counted each section that looked like 100"
849,Just tried to guess
1065,"I counted roughly what 10 people looked like, multiplied by the number of rows i could see. Then rounded up a bit since there was more outside the edges of the picture"
1131,Looked at the capacity of the area
628,"Roughly calculated approximately 100 blue dots, then how many clusters of a similar amount there were"
486,"Counted about how many people seemed to be in a row, and how many rows there might be"
1499,I counted both rows and people in one row and multiplied them 
1530,Used what I know about soccer stadiums and figured it was a small section of a stand so could be around 2000.
1838,"I tried to divide the people in two groups: people who were at the top and people who were at the bottom. By looking at the bottom, I estimated that there were 200 people. Then I multiplied it for two because the group that was at the top looked similar in amount."
1826,"I looked at the image and guessed based on the scale of the environment, and how many blue dots I could quickly tot up"
1592,In the bottom rew i counted 5 people and how much space they occupied. counted how many groups there were from loft to right and estimated the hight of the group. Counted the amount of groups from the bottom to the top and multiplied both findings. Compensated fot thr rows getting wider to the top and came up with a very rough estimate that from left to right
1624,Super quick count of top row and bottom row and the guesstimate of how many rows there might be.
1298,I tried to picture what 100 people would look like in the image and then multiplied by 12 which is the number of groups across the whole image.
905,I just guessed a number as it was difficult to calculate. I could say that I tried to estimate based on my experience as a security officer.
333,i just focus one row first and then calculate it like i take one row as 100 then multiple the size and other rows
1381,"i tried to visualize the number of people in a horizontal line, then vertically, and kinda multiplied to estimate a number"
1556,Counted a single line of dots from the top then roughly multiplied it by how many columns
651,"I estimated the count by counting 50 people per section,"
1367,I tried to estimate the amount of people in a roe and then calculate how many rows there were 
1089,I compared it to the size of my local soccer team's stadium at maximum capacity and segregated the amount of people of one section only
1231,"I started in one corner, counting roughly how many people were in that area, then mentally copied and pasted that section onto other parts of the image, counting how many times it went in, then multiplied the original estimate (of 100) accordingly"
1322,At first I tried to count a small part and then see how many of those parts I could fit in the screen but this turned to be impossible. After that I guessed using only my luck since I can't be sure no matter what I do in such a big scale.
881,"Roughly counted the number of people in one row, then multiplied that by the approximate number of rows that I could distinguish"
1221,I thought of how many people used to be in my school assembly 
1831,"I looked at the density of the dots in a couple areas, chose a square size, roughly counted how many squares, and then multiplied that by the dots. Some areas were more dense than others. I then added a bit more to my number because it felt low "
270,"count a column of people , count a row of people, multiply"
591,"I tried to look at the overall picture to start with to try and get an idea. When l looked at the picture l totally overestimated the amount of people in the picture. I had to look at the picture a number of times to get a more accurate amount, hopefully!"
1145,counting the rows and this wide. then rounding up 
876,Tried to count a small number and see how many of those groups I thought made up the larger photo. 
1686,Mainly it was estimation but I also did try to count how many rows there where
1249,Take a certain number of people and then calculate that number by area. When I did the sum I had a total of people.
42,from when i go to a football match 
318,I estimated around 100 - 200 people for each row
392,I tried to count the top row and then I came down and counted rows across that looked roughly similar and then adjusted the rows nearer to the bottom to a smaller amount - conscious that there were fewer people as the images were closer. I tried to consider that the angle of the photograph meant that there wouldn't be the same amount of people in the rows that I was counting.
1008,"I looked at the frame of the picture and I recognise that this venue is packed. So I just assumed a 20,000 capacity and estimated this was 1/4 of the venue. That would've been 5000 people but I didn't think there were that many so I decrease my estimation to 3500."
294,i j=guessed what it was
1482,I guessed the bottom row of people had about 300-400 people so the top row would be equal or more
1818,I roughly counted the number of people in a row in the middle and multiplied it by an estimate of the number of columns.
465,"The average hockey arena I would guess fits about 18,000 people. I guessed the photo could wrap around a hockey rink 6 times which equals 12,000 people. Then 6,000 people would be in the upper levels."
559,"Roughly guessed how many would be in a specific spot (like 1/5) of the screen, then timesd that by 5 for the total"
1238,I estimated that based on one square in the lower right corner there are about 20 people. I estimated that such squares fit about 50 in the picture. I multiplied and I think there are about 980 people.
497,"Too much people to count in less than three minutes, so I counted to 10 in an area and estimated the total based on how much people I percieved."
1801,"I first counted a group of 10 and saw how much space roughly 10 people take up, then counted how many groups of 10 fit length and width wise in the image, then multipled the two and rounded up."
331,Counted a few sections and then multiplied. 
308,I counted a small sample area and then guessed based on the size of the overall picture how many blue dots there would be based on my sample area.
264,I just looked at the picture like instructed and from there entered an estimate of the people of which I thought were there in the picture. Thank you.
1858,I divided the crowd into three squares and guessed the lengths of each square. I determined there was 600 people per square. Three squares of 600 people each equals 1800 people.
1689,Started counting then just completely guessed
1699,I estimated the number of people based on how many rows I saw. 
288,I just remembered a photo of my team's stadium with similar crowd and they were 3000
53,tried to get the average amount per little square then just multiplied it
759,Based off seating and crowdedness I made a judgement
488,I based my number on previous times I have seen crowds similar to this size. I also based my number on it being not too large (thousands) and not too small (less than 100 people) so that it would be generally accurate.
287,I made a guess based on the number of rows. I figured that the number would be less than 10 thousand but higher than 5 so I guessed 8.
970,I tried to picture a similar venue and took a guess in that ballpark!
103,I have no clue. I am very bad at guessing like this. 
1569,i tried counting but felt like it is futile so i based my answer on my already known counted number
1069,Roughly tried to count the people in the row up and across then multipled the numbers
1814,I made an approximate guess on the amount of seats a small or mid-sized stadium would have then made my guess; assuming that this is just a small section and a general lookover.
236,"I counted the blue hats in a determined area. That is, I counted the people in an are that was not the emptiest or fullest, than calulated how many of those squares fit in the image and multiplied."
722,"I first counted the rows, which were about 10. Then, I checked out the whole picture, and felt it was 10 x 100."
1165,looked at how many people appeared to be in a row and then multiplied by number of rows
523,I groped them into units of about 10 and guessed how many horizontal and vertical
1799,I estimated how much a stadium can accommodate people
930,Thought about a football stadium I go to and thought of average crowd and tried to visualise that section. 
1195,I tried counting the numbers of rows and how many people could sit. I also compared to previous events where I saw a similar number oof people.
1013,Imagined how many people in each row 
835,estimate the number of people in a photo
1163,I estimated a row and number of rows.
1066,I estimated how many people I thought were in the crowd
1510,I thought about a football match and guest my estimation from this. 
869,I scanned across a row of people and counted them up. I then went down and counted how many rows there were and estimated up.
1083,"I just tried to count the number of people based on the number of people on right side of the picture multiplied by the number of people on the upper side. I didn't count the exact number, so it's just an estimate."
1352,I looked at the number of blue dots in the cornor and got an estimate. I then treated it as two seperate areas and got an estimate. I then added to two areas (the dividers in the stand) and added them together.
613,I roughly counted a small section and estimated the rest based on that
1764,Looked at the blue dots. Tried to think of it extrapolated. A bit of abstract thought/gut/intuition.
1374,I counted 50 dots and extrapolated from the area it represented.
1524,I counted small portion of the crowd and estimated what the whole number could be
188,"I just tried to imagine how big a crowd of 100, 200...500, 600 people would look, and tried to see if I could believe the number I guessed."
1114,I tried to count one row and then multiply it but I lost count; so I just guessed!
937,Roughly scanned the image to determine how many people are there
1262,I calculate what area had 50 people and then compared that size with the rest of the stadium
210,Best guess 
467,"I picked a row of a section and estimated 20 people, grew the number based on section and then added all sections as if they were about 100 each and rounded up to 1000."
1346,I tried to imagine a football stadium I am familiar with and know the capacity of then base my estimate on that 
384,had a look at how many were in a row and estimated based off scale 
1458,I guessed roughly how much of a section would be 1000 people and then decided the rest of the crowd.
418,"I divided the picture to two halfs. The top part which is more dense than the lower part. Then I divided the top half into 10 rows and 20 colums. The Icounted how many blue dots/cell to find the number of blue dots in the top half of the picture. I repated the same method in the lower half of the picture. To estimate thre total number of people, I added the two numbers."
471,rough count of the rows  approximate by length eye balled comparable to rows  then times them 
269,Just took a guess. Counted the amount of people by size of stadium. 
907,took a wild guess at how many people there could be based on the amount of blue dots (presuming that the blue dots represented each person)
1870,I tried to count the top row. Then the row on the edge going down. I then multiplied them togeter and rounded it of to the next biggest number.
1135,"I imagined my own favourite sports teams own stadium. This holds 60,000 supporters. I tried to picture the people inside my teams stadium and what percentage of the stands they would use up."
685,"Started counting small section, realised I couldnât scale and then completely guessed"
408,Simply made an educated guess as I thought counting and estimating wouldnât work since the rows arenât all visible from the camera angle 
1251,"I counted the amount of people sitting in one row of one block and then counted the amount of visible rows, after which i added a rough amount more to compensate for the half rows in the back"
266,"It was a complete guess, based on a general sample size from a vague area of people, that I then applied across the entire picture. I counted ten people, then figured that amount would fit in there about 100 times."
1053,I counted 10 people and made a quick estimate around the amount of groups of 10 I could see. I was more generous as the blobs of people were greater to the far end of the image.
54,"I tried to work out roughly how much space 10 people took up and then tried to work out how many groups of 10 and 100 there might be,"
250,i counted how manye where in a row and many rows i could see
1693,"I focused on the first couple of rows, guestimated the number of people in those roles and then multiplied by the general amount of rows."
1494,"I counted a row of people and then estimated how many rows, multiplied that together. I also decided to increase the amount of people just because it felt right."
1336,I counted out a certain amount of people in one section and then tried to estimate how many sections of that size there were.
1036,I tried to count the number of dots vertically and horizontally. Multiplied it and rounded it off.
548,I tried to count approximately the biggest row (I counted about 62 people) and counted how many rows (about 40) so I multiplied the two numbers and add some people that could be standing up
1852,"I just guessed based on some TV programs that I have watched and the organizers say what the number of their participants were. So sometimes, a crowd like this can be up to what I quoted."
918,quick estimation
1652,I guessed
1835,I was shown a picture of a stadium and asked to guess how many people were in the photo.
1805,Quickly scanned over whilst roughly adding up as I went along 
812,Approximately 50 in a row and then guessed from there.
1666,"Divided the area into 100 rectangles, then estimate the amount of people in one rectangle, the multiply this by 100"
1698,I tried to focus on the row and how many blue dot there were
1504,"I tried to count the dots in each row, then tried to work out how many rows there are, before multiplying the numbers together and adding 500 as I believe I underestimated it slightly originally."
1216,I tried to imagine how many people could fit in a row and then multiplied by the number of rows
1286,I tried to count the crowd at the top of the picture. After reaching about 20 people I estimated how many more were in the top half based on how much space they took up. I did the same with the bottom half.
190,"I just made a guess, nothing specific."
533,I just looked around and thoughht 1000
669,Counted a small square in the lower left and then tried to fill that picture with the squares and took square number x people in that square
1487,Counted amount of people across multiple by the amount of rows minus a few
1483,"The area of the picture, the rough calculation by square metre of oeople, plus those i can really count"
160,I just guessed based on the nearest hundred i thought there was
1472,"I kind of just counted a row to see what the esimate of people there would be, then did some math then i kind of just guessed"
719,First I tried to count the rows and how many people in each row to estimate how many people there were in total in the photo
309,counted roughly how many in a section and then a rough guess of the amount of sections
425,"Identified a small square, counted roughly 20 within it.  I then counted how many squares were present and multiplied one by the other."
1793,Ive tried to look every row of people and multiplied by the number of people in each row 
475,"Thinking of an average of how many people were in each row. Also just guessing by looking at the picture, and by the number of hats/helmets"
186,I looked at the average number of people per row which was around five to six rows and I multiplied that by 60 to 50 people and I would assume it was around 300 odd people
769,I counted 10 people across and 10 people down. Once i had a rough idea of how much space 100 people took i estimated how many people would fit into the space i could see.
1850,"I looked at roughly how much space 10 people took up, then used that to estimate how much space 100 people took up. I used that to estimate how much space 1000 people took up and from there I guessed 1500."
1015,"I counted the number of dots in the longest section of the picture, then multiplied it by the number of rows I could see . Then made an approximation  "
17,I took an estimate of a certain area then determined how many of those 'areas' fit in to the whole picture to try to determine how many people there were
212,"Looks like about a tenth of an oval, approx 30000 seater stadium."
136,Estimate of average number of rows multiplied by average number of columns.
1722,I tried to count a small part of the image an then multiple for the full scale
972,"Wild guess. I think I'm bad at estimating crowds, so I doubled the number I initially thought."
602,I looked at the picture seen a large amount of people and just made a random guess
1881,"I counted the amount of person in one row, and multiplied it by the amount of rows I saw, randomly adding 20 to 40 more people per row for the longer ones, subtracting 20-30 for the lower ones. Then in the top sections I guessed they had around 200 people each, so I added those up"
1827,"Tried to count a bit. Than noticed it got to small, than made a guess "
1063,Counted 10 dots at the top and created a 'size area' then i mentally spread that throughout the image in my mind. I did the same for the bottom half.
141,very roughly tried to estimate number of people in row and how many rows
926,I counted the number of people in a small space then estimated the number of similar spaces in the picture and multiplied the number of the space by the number of people I counted in the original space.
417,"The crowd looked roughly the size of the away end of my favourite football team, so I estimated there to be roughly the same number of people there"
910,I counted some in a small area and then just estimated how many might be in total.
635,"I thought about how many people watch professional baseball, and number of rows in the picture."
1705,I count the number of a group and group them into circle and count the approximate number of circles in the photo. Approximate No of people in circles X No of circles = total approximate no of people
1160,i looked at the blue dots representing each person and then i made my decision 
1403,I just looked at the photo and guessed how many people there were.
116,"there are areas more crowded and less crowded. divide these area, and get a round number of the divided area, and sum the number up."
1427,I picked an area that seemed to have about ten people and then estimated how many of those areas were in the picture and then multiplied that by ten. 
741,I tried to determine where 10 people were and then how many groups of 10 would be in each row
1054,I counted the number of blue dots going left to right then down to up and multiplied them together. I also rounded it up because of the higher volume of people towards the top
312,I guesstamated
1733,I had to estimate the number of peaople shown in a large crowd
1317,Added up one row of people (roughly) & multiplied it by estimate of number of rows.
430,"I divided the crowd into two sections, the top one that was more concentrated and the bottom one which was more diffused. I then grouped the first ten people from one section and loosely estimated how many groups of ten people there were horizontally and vertically, and mutilplied that number and then did the same with the oher section."
128,I first thought this was a snapshot of the whole arena and had therefore a much bigger figure in mind. Then realised it was only the picture so realised it was about 10% of my original estimation.
574,I tried to estimate the number in each row vertically and horizontally in the 2 different sections and multiple them.
181,I looked at the picture and evaluated by eyes how many people could be in  each row
27,I just did a wide scan and analysed in detail how many people (approximately) would be in a certain section then went by instinct and rough estimation. 
1583,"I counted rough how many people were vertical, and how many horizontal side and made a rough calculation."
1502,quickly added up the top row and multiplied by columns roughly
709,Count the people in the picture
1325,I just count few people and try to multiple them. I can't really say because this was purely guess not the calculation
1259,Made an initial assumption that all blue dots are individual people. Then counted a block of people from the picture. 
1314,"I divided the crowd into smaller sections to try and estimate the area occupied by 50ish people, then divided the crowd in smaller groups that I thought contained around 50 people"
1,I tried to count a row of people but lost focus so just chose to estimate based on remembering an average stadium size and about how many blue squares there were more or less and multiplicated that by the approximate rows.
576,visualize a crowd of people in a soccer match
1418,Roughly counting some of the nearest blue dots and multiplying. But ultimately guessing! 
448,"I calculated a rough idea of people per column in the middle, then halfed it as they weren't all as long. Then did the same for rows and multiplied. "
1256,I counted in seconds going slowly from left to right (i.e. roughly counting the blue dots) and did the same going from top to bottom. Multiplying both numbers and rounding upwards gave me my answer. 
79,"I counted a block of 25 working out a rough size, then counted blocks"
846,Tried to picture this as a stadium Iâve visited 
130,guessed how many were in a row and then guessed how many rows and multiplied
962,I guessed
1176,"It wasn't easy to determine, I had to take an estimated guess"
1653,I used the dots to count the number of rows and multiplied it by the number of people that I think were on each row.
810,Tried to count across & down
1505,I estimated how.many people were approx in the first 2 rows then multiplied and estimated the rest of the stadium.
1872,Estimated front to back and left to right and multiplied. Also used my knowledge of arpund 400 people in a hall
1769,I tried to estimate as well as i could what percent of the stadium that was and estimated it was a stadium with a capacity of 40000
971,First stept was to assess whether the rows were of same length or dot density. Then try to estimate how many rows were excessively shorter or longer than the others. Then estimated the number of people on the image.
710,counted one of what I thought looked like an average row and multiplied by number of rows
370,"I judged what size 100 people would take up in the photo, and then determine how many lots of this size would fit in the photo."
346,Imagined it being part of a stadium that I know the capacity of
156,Did a mental 10x10 square and tried to see how many of them fit in the picture.
1608,"1st I took a wild guess of 1000. Then I counted the people on a middle row, and an counted the number of rows (an estimate, didn't count anything too precisely.) So i multiplied both and got 1100. Decided to go with my initial guess."
733,I honestly just gave my best guess and didnât use any kind of strategy.
240,By estimating the amount of rows and the people each row would accomodate
977,I estimated that there would be 50 people per line and there would be 50 lines of people. I added 100 people for adjustment purposes.
603,I tried to count how many people were in one row and multiplied that by the amount of rows I saw. I reduced it once I saw the shorter rows of people. I 
262,Counted the number of blue dots in the middle row and then estimated the number of rows then multiplied. Given the rows get smaller as they go down I took a little off. 
1721,"I sort of grouped together a group of ten, and then roughly counted the groups I could see. "
707,"I originally thought 20,000 would fill a stadium, so a quarter of that would be 5,000"
407,Estimated how many rows there were and how many in each row.
1059,"Counted the number in a small area, then estimated a larger area, build across the whole picture"
686,count how many people in a small square. estimate how many sqares per length and height.  multiply out as a very rough guide to total in picture.  then i doubled as there will be more people per square further back.
1753,Just making decisions about very important things in the study. I Just hope I'll be a good he3.
307,I tried to work out what would a avg stadium size and went with a 4th.
289,Divided the picture into sections. I then roughly counted how many in one section and multiplied it.
1328,divide into unit and estimate the unit qty
606,It was very much a gut feeling type of decision with no skill needed
640,"Calculated how many in a row, then multiplied by how many rows and then multiplied by number of columns"
700,I just tried to imagine similar venues I had been in and the capacity 
843,gut feelings
248,"Counted the amount of people in a corner, approx, and timesed it by ~6. I looked at approx a 6th of the screen."
1151,it is something different for me
413,I sectioned off each row into groups of approximately 10 people then multiplied it by the number of rows. It was my best estimate but probably way out!
1654,"Using my past experience of being in a full stadium, I just guessed how many people may have been pictured based on that."
1405,I tried to count/estimate how many people were in a particular row and then determine how many rows there were. This gave me figure and I then rounded it up for good measure.
84,"couned number of people in a row, counted number of rows, counted what appeared to be sections and got 6, muliplied number in row by number of rows by sections"
1790,"I thought, maybe 50 people per section, looked like 8 sections, 400? I was pretty confident. I'm also almost certain I am wrong, heh."
983,"Looked like only a section of a larger stadium, so used smaller venue capacity as a reference."
75,i counted a section of people then multiplied it
1257,Just a best guess
1003,I tried counting rows and estimated
522,Based on the amount of dots and lines 
109,Started counting the area with the lower density of dots.  Then I counted how many dots were in a larger cluster of dots and multiplied that by an estimated amount of clusters.
721,"I just... thought about it. I don't even know. Considered how many people a stadion can hold, broke it down to the shown section and just estimated the number. "
390,"i tried to picture 100 people and then use it for this picture, but i kinda scrapped that and though about allianz arena in munich which holds 70k ppl so this part seeemd like abt 14k ppl for me"
1635,"I looked at a small selection, guessed how many people were in it, and then guessed how many such groups would fit into the photo."
132,"Quick count of one section for bottom tier, then multiplied that, top tier more of a guess"
575,"split the screen into sections, counted the dots in 1 square and multiplied it by the total squares, then added a couple"
767,Estimated by stadiums Iâve been in of a similar looking size 
107,I estimated the number of people per row 
1454,I went off typical stadium sizes and capacities that I commonly know of. I then factored in that this is just a section of an arena. Most arenas hold 20000 people total
87,"Thought about large crowds I had been in (at concerts, graduation, ect) and how many people I knew were in those crowds.  Made an estimation based on that."
1479,i just tried to quickly estimate the number of dots horizontally and vertically. it was not very exact.
1071,tried to group in 10s then 100s and guessed how many of those groups were present
239,I counted up a small section of people in the picture and multiplied the number for the rest of the photo.
571,Approximately each block of seats 15x30. There are two full blocks plus one half.
1776,I did an estimation of one row of people a particular stand and then used that estimation to determine a reasonable figure of how many people were in the picture overall.
532,"Assumed a grid-like formation, then multiplied the top row by the amount of people along the aisle of each subsequent side seat of each row."
1599,I tried to count one row and then multiplies it
151,Just a guess. An educated guess. 
945,"knowing a stadiums capacity, complex math"
748,I actually think I exaggerated. But I was making small groups of people (more or less of 100) and I counted several of them.
59,"At first I tried to count a line of heads"" but I wasn't able to because they were too many and the image was a bit blurry. So I thought that it looked like it could be more than 1000 but less than 5000"""
1235,I tried to cut and count a segment in my mind and calculate the rest of the image based on the segment.
1121,Estimate with a guess how many rows of 100 there are
906,It was okay
1051,There were more people farther away clumped up than on the left side and assumed there had to be at least 3 times as many on the right.
775,I gave an estimate based on how many rows of people were shown
